,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,Mean WIP
0,50082.05331596331,3386.5355375446516,13286.617074265265,64989.33022025061,124.37164796449652
1,50113.53487290825,3383.6049236608283,13267.236189423314,65590.78163390042,123.93710383157543
2,50071.358131709436,3386.5280660413546,13297.735115890648,65741.26824472105,123.89229354921198
3,50114.06559954859,3375.573049721084,13226.155589573333,65367.20664117629,123.52662025157788
4,50071.358131709436,3386.5280660413546,13297.735115890648,65741.26824472105,123.89229354921198
5,50114.06559954859,3375.573049721084,13226.155589573333,65367.20664117629,123.52662025157788
6,50071.358131709436,3386.5280660413546,13297.735115890648,65741.26824472105,123.89229354921198
7,50114.06559954859,3375.573049721084,13226.155589573333,65367.20664117629,123.52662025157788
8,50071.358131709436,3386.5280660413546,13297.735115890648,65741.26824472105,123.89229354921198
9,50114.06559954859,3375.573049721084,13226.155589573333,65367.20664117629,123.52662025157788
10,100000.0,11018.154650328768,9017.41399543577,1203404.4655646426,2000.0
11,100000.0,11018.677140393915,9022.124190712586,1224344.2838147157,2000.0
12,100000.0,10996.682910390107,9029.740464002625,1226710.9110382074,2000.0
13,100000.0,10994.249247250471,9025.16747904809,1219244.7569506154,2000.0
14,100000.0,10996.682910390107,9029.740464002625,1226710.9110382074,2000.0
15,100000.0,10994.249247250471,9025.16747904809,1219244.7569506154,2000.0
16,100000.0,10996.682910390107,9029.740464002625,1226710.9110382074,2000.0
17,100000.0,10994.249247250471,9025.16747904809,1219244.7569506154,2000.0
18,100000.0,10996.682910390107,9029.740464002625,1226710.9110382074,2000.0
19,100000.0,10994.249247250471,9025.16747904809,1219244.7569506154,2000.0
20,114127.36512352576,7372.7577749005795,7449.523775593458,1188186.1717166603,883.606039356031
21,113162.25184003287,7342.376529509611,7574.928781984255,1172449.815377896,884.6831071601034
22,112046.32762359912,7364.950600669322,7325.274291715172,1167673.2638979454,881.1755831582207
23,119328.10402093017,6516.627238378608,7282.789406355989,949696.1988235628,701.3282630719125
24,112046.32762359912,7364.950600669322,7325.274291715172,1167673.2638979454,881.1755831582207
25,119328.10402093017,6516.627238378608,7282.789406355989,949696.1988235628,701.3282630719125
26,112046.32762359912,7364.950600669322,7325.274291715172,1167673.2638979454,881.1755831582207
27,119328.10402093017,6516.627238378608,7282.789406355989,949696.1988235628,701.3282630719125
28,112046.32762359912,7364.950600669322,7325.274291715172,1167673.2638979454,881.1755831582207
29,119328.10402093017,6516.627238378608,7282.789406355989,949696.1988235628,701.3282630719125
30,112966.31867001641,5952.9422630299505,7449.9228678730815,324994.0495942937,363.5885025164413
31,111894.48363285908,5903.031028529428,7360.231005318981,323301.4103084912,361.61525783307695
32,112650.20491375987,5991.677978069153,7503.72385934841,324449.41475401894,363.85816936640555
33,111852.33568234139,5938.387144348375,7409.007317809017,323680.4832438938,362.27045604763254
34,112650.20491375987,5991.677978069153,7503.72385934841,324449.41475401894,363.85816936640555
35,111852.33568234139,5938.387144348375,7409.007317809017,323680.4832438938,362.27045604763254
36,112650.20491375987,5991.677978069153,7503.72385934841,324449.41475401894,363.85816936640555
37,111852.33568234139,5938.387144348375,7409.007317809017,323680.4832438938,362.27045604763254
38,112650.20491375987,5991.677978069153,7503.72385934841,324449.41475401894,363.85816936640555
39,111852.33568234139,5938.387144348375,7409.007317809017,323680.4832438938,362.27045604763254
40,113857.7002547886,5976.4054619537765,7511.178672607499,327539.47059439414,364.70506115797144
41,113999.06742542873,5980.29213787126,7516.73299053373,329235.2675594132,365.26091518719994
42,114213.93142195496,5975.332001102749,7492.110069689009,329453.17265190446,365.15341340609154
43,113431.40753157483,5939.287008340137,7456.178031988311,327657.86153272464,364.0397468991958
44,114213.93142195496,5975.332001102749,7492.110069689009,329453.17265190446,365.15341340609154
45,113431.40753157483,5939.287008340137,7456.178031988311,327657.86153272464,364.0397468991958
46,114213.93142195496,5975.332001102749,7492.110069689009,329453.17265190446,365.15341340609154
47,113431.40753157483,5939.287008340137,7456.178031988311,327657.86153272464,364.0397468991958
48,114213.93142195496,5975.332001102749,7492.110069689009,329453.17265190446,365.15341340609154
49,113431.40753157483,5939.287008340137,7456.178031988311,327657.86153272464,364.0397468991958
50,72321.53932855304,3219.6389988601522,6624.591295693312,57140.670777580875,134.48686116914178
51,72450.46010781614,3238.7666904274424,6694.632071426448,57302.539410047044,135.13840327759607
52,72428.08680121305,3241.744602565096,6700.484157981335,57166.6377093173,135.3122695311888
53,72366.2659456984,3226.869392666218,6649.693321938957,56969.62278738032,134.77887604038293
54,72428.08680121305,3241.744602565096,6700.484157981335,57166.6377093173,135.3122695311888
