,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,Mean WIP
0,3384.5134156720783,1026.9754571244262,4852.712901555416,13444.311482833315,845.8266220898352
1,3387.7548599082857,1027.3548648169779,4851.0719096141875,13411.735185762784,846.7827789686062
2,3360.1222903713497,1026.1794906844743,4847.5011745177,13304.890258958105,840.9555657640954
3,3361.5384215377376,1026.4788574001943,4846.334553132953,13317.266363758179,842.0449869971947
4,3360.1222903713497,1026.1794906844743,4847.5011745177,13304.890258958105,840.9555657640954
5,3361.5384215377376,1026.4788574001943,4846.334553132953,13317.266363758179,842.0449869971947
6,3360.1222903713497,1026.1794906844743,4847.5011745177,13304.890258958105,840.9555657640954
7,3361.5384215377376,1026.4788574001943,4846.334553132953,13317.266363758179,842.0449869971947
8,3360.1222903713497,1026.1794906844743,4847.5011745177,13304.890258958105,840.9555657640954
9,3361.5384215377376,1026.4788574001943,4846.334553132953,13317.266363758179,842.0449869971947
10,100000.0,8612.242900483927,9322.164441549228,145694.94991310657,4000.0
11,100000.0,8612.90313246438,9321.089450984942,147160.91009406644,4000.0
12,100000.0,8605.137093219182,9310.110609932048,140596.60716129956,4000.0
13,100000.0,8598.90107617412,9315.686797769775,134674.22059242814,4000.0
14,100000.0,8605.137093219182,9310.110609932048,140596.60716129956,4000.0
15,100000.0,8598.90107617412,9315.686797769775,134674.22059242814,4000.0
16,100000.0,8605.137093219182,9310.110609932048,140596.60716129956,4000.0
17,100000.0,8598.90107617412,9315.686797769775,134674.22059242814,4000.0
18,100000.0,8605.137093219182,9310.110609932048,140596.60716129956,4000.0
19,100000.0,8598.90107617412,9315.686797769775,134674.22059242814,4000.0
20,100000.0,8695.51683635656,9309.888991115682,186793.7974090237,4000.0
21,100000.0,8694.787935190321,9304.237256367185,185237.3851008584,4000.0
22,100000.0,8678.190371848208,9306.76252343416,168487.69428555,4000.0
23,100000.0,8680.971886518497,9303.810065623627,166806.44605638715,4000.0
24,100000.0,8678.190371848208,9306.76252343416,168487.69428555,4000.0
25,100000.0,8680.971886518497,9303.810065623627,166806.44605638715,4000.0
26,100000.0,8678.190371848208,9306.76252343416,168487.69428555,4000.0
27,100000.0,8680.971886518497,9303.810065623627,166806.44605638715,4000.0
28,100000.0,8678.190371848208,9306.76252343416,168487.69428555,4000.0
29,100000.0,8680.971886518497,9303.810065623627,166806.44605638715,4000.0
30,100000.0,8999.264014017474,9210.365431683853,92184.5423989747,4000.0
31,100000.0,8999.082078251144,9209.734582439076,91213.34999011729,4000.0
32,100000.0,8998.254947093421,9203.566239627871,92204.53857906348,4000.0
33,100000.0,8998.511776391368,9205.282529833827,91828.24411463406,4000.0
34,100000.0,8998.254947093421,9203.566239627871,92204.53857906348,4000.0
35,100000.0,8998.511776391368,9205.282529833827,91828.24411463406,4000.0
36,100000.0,8998.254947093421,9203.566239627871,92204.53857906348,4000.0
