,Makespan,Mean Flow Time,Mean Weighted Tardiness,Max Weighted Tardiness,Mean WIP
0,100000.0,9844.376179953297,10114.591202616582,164917.59755351237,2000.0
1,100000.0,9838.407718840916,10109.712413456335,165227.29195995233,2000.0
2,100000.0,9849.226357652651,10118.526610056253,164397.41481035308,2000.0
3,100000.0,9847.306683787243,10116.217842227816,164380.79996001083,2000.0
4,100000.0,9849.226357652651,10118.526610056253,164397.41481035308,2000.0
5,100000.0,9847.306683787243,10116.217842227816,164380.79996001083,2000.0
6,100000.0,9849.226357652651,10118.526610056253,164397.41481035308,2000.0
7,100000.0,9847.306683787243,10116.217842227816,164380.79996001083,2000.0
8,100000.0,9849.226357652651,10118.526610056253,164397.41481035308,2000.0
9,100000.0,9847.306683787243,10116.217842227816,164380.79996001083,2000.0
10,100000.0,8594.341344354158,9394.124239812278,121942.23052226998,2000.0
11,100000.0,8597.040433159977,9390.346135823143,120550.0605120175,2000.0
12,100000.0,8596.056691107566,9379.171389480718,117204.77549775118,2000.0
13,100000.0,8592.545152810811,9381.6916533357,116725.64955489313,2000.0
14,100000.0,8596.056691107566,9379.171389480718,117204.77549775118,2000.0
15,100000.0,8592.545152810811,9381.6916533357,116725.64955489313,2000.0
16,100000.0,8596.056691107566,9379.171389480718,117204.77549775118,2000.0
17,100000.0,8592.545152810811,9381.6916533357,116725.64955489313,2000.0
18,100000.0,8596.056691107566,9379.171389480718,117204.77549775118,2000.0
19,100000.0,8592.545152810811,9381.6916533357,116725.64955489313,2000.0
20,100000.0,8706.945685069857,9451.563443537112,148212.28103329014,2000.0
21,100000.0,8703.451042846129,9459.266957188542,147075.7249551915,2000.0
22,100000.0,8691.542451666792,9444.261351175706,141257.190180166,2000.0
23,100000.0,8699.804783235459,9443.52707383038,144346.77038602426,2000.0
24,100000.0,8691.542451666792,9444.261351175706,141257.190180166,2000.0
25,100000.0,8699.804783235459,9443.52707383038,144346.77038602426,2000.0
26,100000.0,8691.542451666792,9444.261351175706,141257.190180166,2000.0
27,100000.0,8699.804783235459,9443.52707383038,144346.77038602426,2000.0
28,100000.0,8691.542451666792,9444.261351175706,141257.190180166,2000.0
29,100000.0,8699.804783235459,9443.52707383038,144346.77038602426,2000.0
30,100000.0,8979.226821534165,9640.850471067237,98564.9903223613,2000.0
31,100000.0,8981.64894322162,9641.006767644636,99334.44799565799,2000.0
32,100000.0,8975.074607938497,9631.950151359226,98182.17612659678,2000.0
